Report Category,Geographic Subdivision,School Name,Category,Cohort Year,Cohort,# Total Cohort,# Grads,% Grads,# Total Regents,% Total Regents of Cohort,% Total Regents of Grads,# Advanced Regents,% Advanced Regents of Cohort,% Advanced Regents of Grads,# Regents without Advanced,% Regents without Advanced of Cohort,% Regents without Advanced of Grads,# Local,% Local of Cohort,% Local of Grads,# Still Enrolled,% Still Enrolled,# Dropout,% Dropout,# SACC (IEP Diploma),% SACC (IEP Diploma) of Cohort,# TASC (GED),% TASC (GED) of Cohort
Citywide,Citywide,,Female,2016,4 year June,35930,30049,83.6,29628,82.5,98.6,12662,35.2,42.1,16966,47.2,56.5,421,1.2,1.4,3930,10.9,1506,4.2,94,0.3,345,1
Citywide,Citywide,,Female,2015,4 year June,35931,28509,79.3,26429,73.6,92.7,8681,24.2,30.5,17748,49.4,62.3,2080,5.8,7.3,4780,13.3,2250,6.3,112,0.3,280,0.8
Citywide,Citywide,,Female,2014,4 year June,36241,28372,78.3,26499,73.1,93.4,8592,23.7,30.3,17907,49.4,63.1,1873,5.2,6.6,5331,14.7,2144,5.9,133,0.4,260,0.7
Citywide,Citywide,,Female,2013,4 year June,35191,27025,76.8,25405,72.2,94,8041,22.8,29.8,17364,49.3,64.3,1620,4.6,6,5578,15.9,2225,6.3,144,0.4,211,0.6
Citywide,Citywide,,Female,2012,4 year June,36165,27324,75.6,25897,71.6,94.8,7532,20.8,27.6,18365,50.8,67.2,1427,3.9,5.2,5964,16.5,2465,6.8,195,0.5,192,0.5
Citywide,Citywide,,Female,2018,5 year August,34204,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
Citywide,Citywide,,Female,2017,5 year August,34844,31357,90,31255,89.7,99.7,14866,42.7,47.4,16389,47,52.3,102,0.3,0.3,1029,3,1902,5.5,281,0.8,267,0.8
Citywide,Citywide,,Female,2016,5 year August,35901,31759,88.5,31279,87.1,98.5,12730,35.5,40.1,18549,51.7,58.4,480,1.3,1.5,1499,4.2,2053,5.7,185,0.5,399,1.1
Citywide,Citywide,,Female,2015,5 year August,35940,31134,86.6,28538,79.4,91.7,8749,24.3,28.1,19789,55.1,63.6,2596,7.2,8.3,1420,4,2703,7.5,281,0.8,400,1.1
Citywide,Citywide,,Female,2014,5 year August,36235,30739,84.8,28142,77.7,91.6,8640,23.8,28.1,19502,53.8,63.4,2597,7.2,8.4,1448,4,3431,9.5,306,0.8,310,0.9
Citywide,Citywide,,Female,2013,5 year August,35138,29363,83.6,27110,77.2,92.3,8061,22.9,27.5,19049,54.2,64.9,2253,6.4,7.7,1962,5.6,3168,9,346,1,293,0.8
Citywide,Citywide,,Female,2012,5 year August,36204,29910,82.6,27854,76.9,93.1,7560,20.9,25.3,20294,56.1,67.9,2056,5.7,6.9,2201,6.1,3419,9.4,423,1.2,236,0.7
Citywide,Citywide,,Female,2018,5 year June,34204,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
Citywide,Citywide,,Female,2017,5 year June,34844,31271,89.7,31172,89.5,99.7,14864,42.7,47.5,16308,46.8,52.2,99,0.3,0.3,1100,3.2,1917,5.5,281,0.8,267,0.8
Citywide,Citywide,,Female,2016,5 year June,35901,31628,88.1,31153,86.8,98.5,12725,35.4,40.2,18428,51.3,58.3,475,1.3,1.5,1616,4.5,2067,5.8,185,0.5,399,1.1
Citywide,Citywide,,Female,2015,5 year June,35940,30974,86.2,28384,79,91.6,8744,24.3,28.2,19640,54.6,63.4,2590,7.2,8.4,1517,4.2,2766,7.7,281,0.8,400,1.1
Citywide,Citywide,,Female,2014,5 year June,36235,30552,84.3,28028,77.4,91.7,8638,23.8,28.3,19390,53.5,63.5,2524,7,8.3,1584,4.4,3481,9.6,306,0.8,311,0.9
Citywide,Citywide,,Female,2013,5 year June,35138,29173,83,26990,76.8,92.5,8060,22.9,27.6,18930,53.9,64.9,2183,6.2,7.5,2143,6.1,3177,9,346,1,293,0.8
Citywide,Citywide,,Female,2012,5 year June,36204,29699,82,27706,76.5,93.3,7560,20.9,25.5,20146,55.6,67.8,1993,5.5,6.7,2402,6.6,3429,9.5,423,1.2,236,0.7
Citywide,Citywide,,Female,2017,6 year June,34825,31526,90.5,31412,90.2,99.6,14867,42.7,47.2,16545,47.5,52.5,114,0.3,0.4,565,1.6,2123,6.1,316,0.9,289,0.8
Citywide,Citywide,,Female,2016,6 year June,35871,32061,89.4,31577,88,98.5,12735,35.5,39.7,18842,52.5,58.8,484,1.3,1.5,667,1.9,2466,6.9,255,0.7,415,1.2
Citywide,Citywide,,Female,2015,6 year June,35933,31515,87.7,28900,80.4,91.7,8751,24.4,27.8,20149,56.1,63.9,2615,7.3,8.3,909,2.5,2795,7.8,300,0.8,411,1.1
Citywide,Citywide,,Female,2014,6 year June,36242,31258,86.2,28557,78.8,91.4,8642,23.8,27.6,19915,55,63.7,2701,7.5,8.6,845,2.3,3435,9.5,351,1,352,1
Citywide,Citywide,,Female,2013,6 year June,35130,29847,85,27419,78.1,91.9,8063,23,27,19356,55.1,64.9,2428,6.9,8.1,1068,3,3549,10.1,371,1.1,289,0.8
Citywide,Citywide,,Female,2012,6 year June,36193,30358,83.9,28129,77.7,92.7,7560,20.9,24.9,20569,56.8,67.8,2229,6.2,7.3,1330,3.7,3736,10.3,456,1.3,258,0.7
Citywide,Citywide,,Male,2019,4 year August,36251,28923,79.8,28784,79.4,99.5,8286,22.9,28.6,20498,56.5,70.9,139,0.4,0.5,4342,12,2440,6.7,177,0.5,339,0.9
Citywide,Citywide,,Male,2018,4 year August,36646,29092,79.4,28942,79,99.5,11069,30.2,38,17873,48.8,61.4,150,0.4,0.5,4374,11.9,2603,7.1,212,0.6,339,0.9
Citywide,Citywide,,Male,2017,4 year August,37590,29383,78.2,29160,77.6,99.2,11889,31.6,40.5,17271,45.9,58.8,223,0.6,0.8,5290,14.1,2384,6.3,139,0.4,356,0.9
Citywide,Citywide,,Male,2016,4 year August,37635,28122,74.7,27589,73.3,98.1,9952,26.4,35.4,17637,46.9,62.7,533,1.4,1.9,5976,15.9,2844,7.6,175,0.5,507,1.3
Citywide,Citywide,,Male,2015,4 year August,37841,27448,72.5,24625,65.1,89.7,6880,18.2,25.1,17745,46.9,64.6,2823,7.5,10.3,6257,16.5,3513,9.3,207,0.5,412,1.1
Citywide,Citywide,,Male,2014,4 year August,38707,27548,71.2,24924,64.4,90.5,7033,18.2,25.5,17891,46.2,64.9,2624,6.8,9.5,7069,18.3,3470,9,219,0.6,393,1
Citywide,Citywide,,Male,2013,4 year August,37963,26324,69.3,24107,63.5,91.6,6688,17.6,25.4,17419,45.9,66.2,2217,5.8,8.4,7383,19.4,3509,9.2,289,0.8,358,0.9
Citywide,Citywide,,Male,2012,4 year August,38007,25841,68,23894,62.9,92.5,6258,16.5,24.2,17636,46.4,68.2,1947,5.1,7.5,7629,20.1,3805,10,276,0.7,290,0.8
Citywide,Citywide,,Male,2019,4 year June,36251,27842,76.8,27704,76.4,99.5,8244,22.7,29.6,19460,53.7,69.9,138,0.4,0.5,5400,14.9,2461,6.8,179,0.5,339,0.9
Citywide,Citywide,,Male,2018,4 year June,36646,28141,76.8,28012,76.4,99.5,10990,30,39.1,17022,46.4,60.5,129,0.4,0.5,5314,14.5,2614,7.1,212,0.6,339,0.9
Citywide,Citywide,,Male,2017,4 year June,37590,28153,74.9,27956,74.4,99.3,11732,31.2,41.7,16224,43.2,57.6,197,0.5,0.7,6504,17.3,2400,6.4,139,0.4,356,0.9
Citywide,Citywide,,Male,2016,4 year June,37635,27273,72.5,26775,71.1,98.2,9901,26.3,36.3,16874,44.8,61.9,498,1.3,1.8,6807,18.1,2862,7.6,175,0.5,507,1.3
Citywide,Citywide,,Male,2015,4 year June,37841,25984,68.7,23521,62.2,90.5,6837,18.1,26.3,16684,44.1,64.2,2463,6.5,9.5,7694,20.3,3540,9.4,207,0.5,412,1.1
Citywide,Citywide,,Male,2014,4 year June,38707,26098,67.4,23840,61.6,91.3,6990,18.1,26.8,16850,43.5,64.6,2258,5.8,8.7,8514,22,3470,9,224,0.6,393,1
Citywide,Citywide,,Male,2013,4 year June,37963,24993,65.8,23071,60.8,92.3,6635,17.5,26.5,16436,43.3,65.8,1922,5.1,7.7,8704,22.9,3509,9.2,298,0.8,358,0.9
Citywide,Citywide,,Male,2012,4 year June,38007,24586,64.7,22895,60.2,93.1,6219,16.4,25.3,16676,43.9,67.8,1691,4.4,6.9,8880,23.4,3806,10,279,0.7,290,0.8
Citywide,Citywide,,Male,2018,5 year August,36424,30223,83,30029,82.4,99.4,11096,30.5,36.7,18933,52,62.6,194,0.5,0.6,1637,4.5,3546,9.7,555,1.5,437,1.2
Citywide,Citywide,,Male,2017,5 year August,37251,30603,82.2,30411,81.6,99.4,11922,32,39,18489,49.6,60.4,192,0.5,0.6,1871,5,3678,9.9,552,1.5,514,1.4
Citywide,Citywide,,Male,2016,5 year August,37515,29857,79.6,29239,77.9,97.9,10013,26.7,33.5,19226,51.2,64.4,618,1.6,2.1,2662,7.1,3999,10.7,373,1,595,1.6
Citywide,Citywide,,Male,2015,5 year August,37763,29541,78.2,26384,69.9,89.3,6910,18.3,23.4,19474,51.6,65.9,3157,8.4,10.7,2521,6.7,4512,11.9,613,1.6,569,1.5
Citywide,Citywide,,Male,2014,5 year August,38625,29385,76.1,26133,67.7,88.9,7047,18.2,24,19086,49.4,65,3252,8.4,11.1,2540,6.6,5605,14.5,599,1.6,491,1.3
Citywide,Citywide,,Male,2013,5 year August,37744,28069,74.4,25202,66.8,89.8,6593,17.5,23.5,18609,49.3,66.3,2867,7.6,10.2,3286,8.7,5115,13.6,825,2.2,432,1.1
Citywide,Citywide,,Male,2012,5 year August,37895,27773,73.3,25313,66.8,91.1,6269,16.5,22.6,19044,50.3,68.6,2460,6.5,8.9,3563,9.4,5337,14.1,695,1.8,380,1
Citywide,Citywide,,Male,2018,5 year June,36424,30056,82.5,29865,82,99.4,11094,30.5,36.9,18771,51.5,62.5,191,0.5,0.6,1773,4.9,3577,9.8,555,1.5,437,1.2
Citywide,Citywide,,Male,2017,5 year June,37251,30447,81.7,30259,81.2,99.4,11919,32,39.1,18340,49.2,60.2,188,0.5,0.6,1986,5.3,3719,10,552,1.5,514,1.4
Citywide,Citywide,,Male,2016,5 year June,37515,29621,79,29015,77.3,98,10009,26.7,33.8,19006,50.7,64.2,606,1.6,2,2874,7.7,4023,10.7,373,1,595,1.6
Citywide,Citywide,,Male,2015,5 year June,37763,29331,77.7,26195,69.4,89.3,6910,18.3,23.6,19285,51.1,65.7,3136,8.3,10.7,2665,7.1,4578,12.1,613,1.6,569,1.5
Citywide,Citywide,,Male,2014,5 year June,38625,29095,75.3,25962,67.2,89.2,7041,18.2,24.2,18921,49,65,3133,8.1,10.8,2750,7.1,5685,14.7,599,1.6,491,1.3
Citywide,Citywide,,Male,2013,5 year June,37744,27790,73.6,25039,66.3,90.1,6591,17.5,23.7,18448,48.9,66.4,2751,7.3,9.9,3558,9.4,5119,13.6,828,2.2,432,1.1
Citywide,Citywide,,Male,2012,5 year June,37895,27512,72.6,25145,66.4,91.4,6269,16.5,22.8,18876,49.8,68.6,2367,6.2,8.6,3817,10.1,5342,14.1,695,1.8,380,1
Citywide,Citywide,,Male,2017,6 year June,37159,30915,83.2,30701,82.6,99.3,11923,32.1,38.6,18778,50.5,60.7,214,0.6,0.7,1038,2.8,4044,10.9,611,1.6,525,1.4
Citywide,Citywide,,Male,2016,6 year June,37439,30325,81,29690,79.3,97.9,10018,26.8,33,19672,52.5,64.9,635,1.7,2.1,1342,3.6,4628,12.4,489,1.3,627,1.7
Citywide,Citywide,,Male,2015,6 year June,37704,30161,80,26953,71.5,89.4,6916,18.3,22.9,20037,53.1,66.4,3208,8.5,10.6,1497,4,4783,12.7,674,1.8,577,1.5
Citywide,Citywide,,Male,2014,6 year June,38573,30179,78.2,26743,69.3,88.6,7050,18.3,23.4,19693,51.1,65.3,3436,8.9,11.4,1567,4.1,5637,14.6,646,1.7,541,1.4
Citywide,Citywide,,Male,2013,6 year June,37718,28793,76.3,25656,68,89.1,6599,17.5,22.9,19057,50.5,66.2,3137,8.3,10.9,1825,4.8,5809,15.4,851,2.3,429,1.1
Citywide,Citywide,,Male,2012,6 year June,37681,28445,75.5,25737,68.3,90.5,6270,16.6,22,19467,51.7,68.4,2708,7.2,9.5,2139,5.7,5851,15.5,777,2.1,395,1
Citywide,Citywide,,Neither Female nor Male,2019,4 year August,17,15,88.2,15,88.2,100,3,17.6,20,12,70.6,80,0,0,0,2,11.8,0,0,0,0,0,0
Citywide,Citywide,,Neither Female nor Male,2019,4 year June,17,15,88.2,15,88.2,100,3,17.6,20,12,70.6,80,0,0,0,2,11.8,0,0,0,0,0,0
Citywide,Citywide,,Neither Female nor Male,2018,5 year August,3,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
Citywide,Citywide,,Neither Female nor Male,2018,5 year June,3,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
Citywide,Citywide,,Female Asian,2019,4 year August,5947,5634,94.7,5628,94.6,99.9,3497,58.8,62.1,2131,35.8,37.8,6,0.1,0.1,202,3.4,94,1.6,2,0,14,0.2
Citywide,Citywide,,Female Asian,2018,4 year August,6088,5783,95,5774,94.8,99.8,4041,66.4,69.9,1733,28.5,30,9,0.1,0.2,206,3.4,70,1.1,16,0.3,13,0.2
Citywide,Citywide,,Female Asian,2017,4 year August,6109,5768,94.4,5767,94.4,100,4213,69,73,1554,25.4,26.9,1,0,0,247,4,75,1.2,8,0.1,11,0.2
Citywide,Citywide,,Female Asian,2016,4 year August,6155,5764,93.6,5737,93.2,99.5,4036,65.6,70,1701,27.6,29.5,27,0.4,0.5,249,4,114,1.9,9,0.1,19,0.3
Citywide,Citywide,,Female Asian,2015,4 year August,6141,5643,91.9,5499,89.5,97.4,3355,54.6,59.5,2144,34.9,38,144,2.3,2.6,312,5.1,159,2.6,11,0.2,16,0.3
Citywide,Citywide,,Female Asian,2014,4 year August,6216,5708,91.8,5589,89.9,97.9,3466,55.8,60.7,2123,34.2,37.2,119,1.9,2.1,347,5.6,147,2.4,8,0.1,6,0.1
Citywide,Citywide,,Female Asian,2013,4 year August,6038,5534,91.7,5449,90.2,98.5,3353,55.5,60.6,2096,34.7,37.9,85,1.4,1.5,343,5.7,136,2.3,11,0.2,12,0.2
Citywide,Citywide,,Female Asian,2012,4 year August,5965,5375,90.1,5301,88.9,98.6,3067,51.4,57.1,2234,37.5,41.6,74,1.2,1.4,405,6.8,165,2.8,12,0.2,8,0.1
Citywide,Citywide,,Female Asian,2019,4 year June,5947,5531,93,5527,92.9,99.9,3478,58.5,62.9,2049,34.5,37,4,0.1,0.1,301,5.1,96,1.6,4,0.1,14,0.2
Citywide,Citywide,,Female Asian,2018,4 year June,6088,5685,93.4,5676,93.2,99.8,4008,65.8,70.5,1668,27.4,29.3,9,0.1,0.2,302,5,72,1.2,16,0.3,13,0.2
Citywide,Citywide,,Female Asian,2017,4 year June,6109,5670,92.8,5669,92.8,100,4169,68.2,73.5,1500,24.6,26.5,1,0,0,344,5.6,76,1.2,8,0.1,11,0.2
Citywide,Citywide,,Female Asian,2016,4 year June,6155,5695,92.5,5670,92.1,99.6,4024,65.4,70.7,1646,26.7,28.9,25,0.4,0.4,317,5.2,115,1.9,9,0.1,19,0.3
Citywide,Citywide,,Female Asian,2015,4 year June,6141,5526,90,5402,88,97.8,3332,54.3,60.3,2070,33.7,37.5,124,2,2.2,428,7,160,2.6,11,0.2,16,0.3
Citywide,Citywide,,Female Asian,2014,4 year June,6216,5570,89.6,5476,88.1,98.3,3445,55.4,61.8,2031,32.7,36.5,94,1.5,1.7,485,7.8,147,2.4,8,0.1,6,0.1
Citywide,Citywide,,Female Asian,2013,4 year June,6038,5439,90.1,5363,88.8,98.6,3340,55.3,61.4,2023,33.5,37.2,76,1.3,1.4,438,7.3,136,2.3,11,0.2,12,0.2
Citywide,Citywide,,Female Asian,2012,4 year June,5965,5270,88.3,5204,87.2,98.7,3051,51.1,57.9,2153,36.1,40.9,66,1.1,1.3,509,8.5,165,2.8,13,0.2,8,0.1
Citywide,Citywide,,Female Asian,2018,5 year August,6083,5843,96.1,5832,95.9,99.8,4047,66.5,69.3,1785,29.3,30.5,11,0.2,0.2,84,1.4,113,1.9,26,0.4,17,0.3
Citywide,Citywide,,Female Asian,2017,5 year August,6109,5861,95.9,5860,95.9,100,4225,69.2,72.1,1635,26.8,27.9,1,0,0,78,1.3,122,2,28,0.5,20,0.3
Citywide,Citywide,,Female Asian,2016,5 year August,6149,5866,95.4,5838,94.9,99.5,4047,65.8,69,1791,29.1,30.5,28,0.5,0.5,97,1.6,146,2.4,19,0.3,21,0.3
Citywide,Citywide,,Female Asian,2015,5 year August,6132,5786,94.4,5632,91.8,97.3,3369,54.9,58.2,2263,36.9,39.1,154,2.5,2.7,106,1.7,186,3,32,0.5,22,0.4
Citywide,Citywide,,Female Asian,2014,5 year August,6200,5819,93.9,5673,91.5,97.5,3477,56.1,59.8,2196,35.4,37.7,146,2.4,2.5,114,1.8,229,3.7,27,0.4,11,0.2
Citywide,Citywide,,Female Asian,2013,5 year August,6022,5628,93.5,5522,91.7,98.1,3342,55.5,59.4,2180,36.2,38.7,106,1.8,1.9,142,2.4,188,3.1,47,0.8,15,0.2
Citywide,Citywide,,Female Asian,2012,5 year August,5946,5523,92.9,5430,91.3,98.3,3073,51.7,55.6,2357,39.6,42.7,93,1.6,1.7,145,2.4,233,3.9,35,0.6,10,0.2
Citywide,Citywide,,Female Asian,2018,5 year June,6083,5837,96,5826,95.8,99.8,4046,66.5,69.3,1780,29.3,30.5,11,0.2,0.2,87,1.4,116,1.9,26,0.4,17,0.3
Citywide,Citywide,,Female Asian,2017,5 year June,6109,5852,95.8,5852,95.8,100,4225,69.2,72.2,1627,26.6,27.8,0,0,0,86,1.4,123,2,28,0.5,20,0.3
Citywide,Citywide,,Female Asian,2016,5 year June,6149,5854,95.2,5826,94.7,99.5,4043,65.8,69.1,1783,29,30.5,28,0.5,0.5,108,1.8,147,2.4,19,0.3,21,0.3
Citywide,Citywide,,Female Asian,2015,5 year June,6132,5767,94,5613,91.5,97.3,3366,54.9,58.4,2247,36.6,39,154,2.5,2.7,118,1.9,193,3.1,32,0.5,22,0.4
Citywide,Citywide,,Female Asian,2014,5 year June,6200,5804,93.6,5663,91.3,97.6,3475,56,59.9,2188,35.3,37.7,141,2.3,2.4,122,2,236,3.8,27,0.4,11,0.2
Citywide,Citywide,,Female Asian,2013,5 year June,6022,5608,93.1,5506,91.4,98.2,3342,55.5,59.6,2164,35.9,38.6,102,1.7,1.8,159,2.6,191,3.2,47,0.8,15,0.2
Citywide,Citywide,,Female Asian,2012,5 year June,5946,5501,92.5,5413,91,98.4,3073,51.7,55.9,2340,39.4,42.5,88,1.5,1.6,165,2.8,235,4,35,0.6,10,0.2
Citywide,Citywide,,Female Asian,2017,6 year June,6107,5873,96.2,5872,96.2,100,4227,69.2,72,1645,26.9,28,1,0,0,47,0.8,131,2.1,32,0.5,24,0.4
Citywide,Citywide,,Female Asian,2016,6 year June,6150,5882,95.6,5854,95.2,99.5,4050,65.9,68.9,1804,29.3,30.7,28,0.5,0.5,59,1,160,2.6,28,0.5,21,0.3
Citywide,Citywide,,Female Asian,2015,6 year June,6135,5819,94.8,5664,92.3,97.3,3370,54.9,57.9,2294,37.4,39.4,155,2.5,2.7,65,1.1,191,3.1,34,0.6,26,0.4
Citywide,Citywide,,Female Asian,2014,6 year June,6201,5865,94.6,5713,92.1,97.4,3477,56.1,59.3,2236,36.1,38.1,152,2.5,2.6,60,1,224,3.6,38,0.6,14,0.2
Citywide,Citywide,,Female Asian,2013,6 year June,6018,5654,94,5544,92.1,98.1,3344,55.6,59.1,2200,36.6,38.9,110,1.8,1.9,86,1.4,213,3.5,48,0.8,15,0.2
Citywide,Citywide,,Female Asian,2012,6 year June,5946,5546,93.3,5443,91.5,98.1,3073,51.7,55.4,2370,39.9,42.7,103,1.7,1.9,96,1.6,248,4.2,35,0.6,11,0.2
Citywide,Citywide,,Female Black,2019,4 year August,8137,6921,85.1,6901,84.8,99.7,1240,15.2,17.9,5661,69.6,81.8,20,0.2,0.3,731,9,361,4.4,34,0.4,88,1.1
Citywide,Citywide,,Female Black,2018,4 year August,8421,7229,85.8,7183,85.3,99.4,2028,24.1,28.1,5155,61.2,71.3,46,0.5,0.6,743,8.8,330,3.9,42,0.5,76,0.9
Citywide,Citywide,,Female Black,2017,4 year August,8684,7338,84.5,7315,84.2,99.7,2322,26.7,31.6,4993,57.5,68,23,0.3,0.3,931,10.7,329,3.8,28,0.3,56,0.6
Citywide,Citywide,,Female Black,2016,4 year August,9490,7850,82.7,7695,81.1,98,1932,20.4,24.6,5763,60.7,73.4,155,1.6,2,1068,11.3,427,4.5,34,0.4,110,1.2
Citywide,Citywide,,Female Black,2015,4 year August,9737,7736,79.4,6916,71,89.4,1073,11,13.9,5843,60,75.5,820,8.4,10.6,1171,12,698,7.2,35,0.4,97,1
Citywide,Citywide,,Female Black,2014,4 year August,10060,7836,77.9,7125,70.8,90.9,1037,10.3,13.2,6088,60.5,77.7,711,7.1,9.1,1454,14.5,637,6.3,53,0.5,79,0.8
Citywide,Citywide,,Female Black,2013,4 year August,10176,7805,76.7,7145,70.2,91.5,1061,10.4,13.6,6084,59.8,78,660,6.5,8.5,1578,15.5,666,6.5,48,0.5,76,0.7
Citywide,Citywide,,Female Black,2012,4 year August,10819,8115,75,7496,69.3,92.4,1049,9.7,12.9,6447,59.6,79.4,619,5.7,7.6,1775,16.4,782,7.2,71,0.7,63,0.6
Citywide,Citywide,,Female Black,2019,4 year June,8137,6718,82.6,6700,82.3,99.7,1234,15.2,18.4,5466,67.2,81.4,18,0.2,0.3,922,11.3,372,4.6,35,0.4,88,1.1
Citywide,Citywide,,Female Black,2018,4 year June,8421,7062,83.9,7023,83.4,99.4,2015,23.9,28.5,5008,59.5,70.9,39,0.5,0.6,904,10.7,336,4,42,0.5,76,0.9
Citywide,Citywide,,Female Black,2017,4 year June,8684,7143,82.3,7123,82,99.7,2307,26.6,32.3,4816,55.5,67.4,20,0.2,0.3,1126,13,329,3.8,28,0.3,56,0.6
Citywide,Citywide,,Female Black,2016,4 year June,9490,7689,81,7538,79.4,98,1925,20.3,25,5613,59.1,73,151,1.6,2,1223,12.9,433,4.6,34,0.4,110,1.2
Citywide,Citywide,,Female Black,2015,4 year June,9737,7380,75.8,6658,68.4,90.2,1068,11,14.5,5590,57.4,75.7,722,7.4,9.8,1520,15.6,705,7.2,35,0.4,97,1
Citywide,Citywide,,Female Black,2014,4 year June,10060,7520,74.8,6897,68.6,91.7,1036,10.3,13.8,5861,58.3,77.9,623,6.2,8.3,1770,17.6,637,6.3,53,0.5,79,0.8
Citywide,Citywide,,Female Black,2013,4 year June,10176,7491,73.6,6908,67.9,92.2,1055,10.4,14.1,5853,57.5,78.1,583,5.7,7.8,1891,18.6,666,6.5,49,0.5,76,0.7
Citywide,Citywide,,Female Black,2012,4 year June,10819,7742,71.6,7200,66.5,93,1047,9.7,13.5,6153,56.9,79.5,542,5,7,2146,19.8,782,7.2,71,0.7,63,0.6
Citywide,Citywide,,Female Black,2018,5 year August,8405,7433,88.4,7380,87.8,99.3,2029,24.1,27.3,5351,63.7,72,53,0.6,0.7,274,3.3,489,5.8,100,1.2,108,1.3
Citywide,Citywide,,Female Black,2017,5 year August,8657,7597,87.8,7569,87.4,99.6,2322,26.8,30.6,5247,60.6,69.1,28,0.3,0.4,331,3.8,559,6.5,87,1,78,0.9
Citywide,Citywide,,Female Black,2016,5 year August,9485,8219,86.7,8048,84.8,97.9,1934,20.4,23.5,6114,64.5,74.4,171,1.8,2.1,460,4.8,612,6.5,62,0.7,131,1.4
Citywide,Citywide,,Female Black,2015,5 year August,9753,8233,84.4,7318,75,88.9,1074,11,13,6244,64,75.8,915,9.4,11.1,451,4.6,842,8.6,89,0.9,137,1.4
Citywide,Citywide,,Female Black,2014,5 year August,10075,8338,82.8,7453,74,89.4,1037,10.3,12.4,6416,63.7,76.9,885,8.8,10.6,476,4.7,1064,10.6,115,1.1,82,0.8
Citywide,Citywide,,Female Black,2013,5 year August,10136,8316,82,7476,73.8,89.9,1062,10.5,12.8,6414,63.3,77.1,840,8.3,10.1,655,6.5,954,9.4,111,1.1,99,1
Citywide,Citywide,,Female Black,2012,5 year August,10809,8699,80.5,7920,73.3,91,1050,9.7,12.1,6870,63.6,79,779,7.2,9,772,7.1,1098,10.2,155,1.4,75,0.7
Citywide,Citywide,,Female Black,2018,5 year June,8405,7408,88.1,7355,87.5,99.3,2029,24.1,27.4,5326,63.4,71.9,53,0.6,0.7,292,3.5,496,5.9,100,1.2,108,1.3
Citywide,Citywide,,Female Black,2017,5 year June,8657,7571,87.5,7543,87.1,99.6,2322,26.8,30.7,5221,60.3,69,28,0.3,0.4,353,4.1,563,6.5,87,1,78,0.9
Citywide,Citywide,,Female Black,2016,5 year June,9485,8178,86.2,8012,84.5,98,1933,20.4,23.6,6079,64.1,74.3,166,1.8,2,500,5.3,613,6.5,62,0.7,131,1.4
Citywide,Citywide,,Female Black,2015,5 year June,9753,8189,84,7278,74.6,88.9,1074,11,13.1,6204,63.6,75.8,911,9.3,11.1,479,4.9,858,8.8,89,0.9,137,1.4
Citywide,Citywide,,Female Black,2014,5 year June,10075,8272,82.1,7412,73.6,89.6,1037,10.3,12.5,6375,63.3,77.1,860,8.5,10.4,522,5.2,1084,10.8,115,1.1,82,0.8
Citywide,Citywide,,Female Black,2013,5 year June,10136,8254,81.4,7442,73.4,90.2,1062,10.5,12.9,6380,62.9,77.3,812,8,9.8,717,7.1,954,9.4,111,1.1,99,1
Citywide,Citywide,,Female Black,2012,5 year June,10809,8614,79.7,7865,72.8,91.3,1050,9.7,12.2,6815,63,79.1,749,6.9,8.7,853,7.9,1102,10.2,155,1.4,75,0.7
Citywide,Citywide,,Female Black,2017,6 year June,8655,7656,88.5,7620,88,99.5,2322,26.8,30.3,5298,61.2,69.2,36,0.4,0.5,192,2.2,622,7.2,100,1.2,82,0.9
Citywide,Citywide,,Female Black,2016,6 year June,9477,8310,87.7,8138,85.9,97.9,1934,20.4,23.3,6204,65.5,74.7,172,1.8,2.1,200,2.1,745,7.9,82,0.9,139,1.5
Citywide,Citywide,,Female Black,2015,6 year June,9750,8379,85.9,7456,76.5,89,1074,11,12.8,6382,65.5,76.2,923,9.5,11,266,2.7,864,8.9,97,1,142,1.5
Citywide,Citywide,,Female Black,2014,6 year June,10069,8492,84.3,7578,75.3,89.2,1037,10.3,12.2,6541,65,77,914,9.1,10.8,276,2.7,1080,10.7,124,1.2,97,1
Citywide,Citywide,,Female Black,2013,6 year June,10142,8489,83.7,7585,74.8,89.4,1062,10.5,12.5,6523,64.3,76.8,904,8.9,10.6,352,3.5,1085,10.7,122,1.2,93,0.9
Citywide,Citywide,,Female Black,2012,6 year June,10798,8871,82.2,8030,74.4,90.5,1050,9.7,11.8,6980,64.6,78.7,841,7.8,9.5,457,4.2,1222,11.3,164,1.5,80,0.7
Citywide,Citywide,,Female Hispanic,2019,4 year August,13937,11858,85.1,11823,84.8,99.7,3128,22.4,26.4,8695,62.4,73.3,35,0.3,0.3,1207,8.7,727,5.2,39,0.3,100,0.7
Citywide,Citywide,,Female Hispanic,2018,4 year August,13711,11706,85.4,11668,85.1,99.7,4227,30.8,36.1,7441,54.3,63.6,38,0.3,0.3,1146,8.4,720,5.3,37,0.3,99,0.7
